103.1.70.66; 103.1.70.66; 5.2999,100.2605; Bayan Lepas; Pulau Pinang; MY
24.129.51.242; c-24-129-51-242.hsd1.fl.comcast.net; 30.3607,-81.4262; Atlantic Beach; Florida; US
76.99.84.7; c-76-99-84-7.hsd1.nj.comcast.net; 40.1692,-75.6019; Spring City; Pennsylvania; US
98.118.186.177; pool-98-118-186-177.bflony.fios.verizon.net; 42.9864,-78.7279; Buffalo; New York; US
72.52.4.91; 14.140.121.226.static-pune-vsnl.net.in; 26.0222,-80.1496; Hollywood; Florida; US
74.99.134.149; pool-74-99-134-149.hrbgpa.east.verizon.net; 40.2728,-76.8895; Harrisburg; Pennsylvania; US
72.12.202.194; tscasa.tsc.k12.in.us; 40.4763,-86.9571; West Lafayette; Indiana; US
69.171.237.117; 69.171.237.117; 40.1812,-92.6204; Kirksville; Missouri; US
207.46.13.121; msnbot-207-46-13-121.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
157.55.39.145; msnbot-157-55-39-145.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
37.58.100.84; 37.58.100.84-static.reverse.softlayer.com; 52.5000,5.7500; None; None; NL
174.27.195.73; 174-27-195-73.slkc.qwest.net; 40.7608,-111.8911; Salt Lake City; Utah; US
157.55.39.196; msnbot-157-55-39-196.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
157.55.39.54; msnbot-157-55-39-54.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
73.53.114.183; c-73-53-114-183.hsd1.wa.comcast.net; 47.5595,-122.0092; Issaquah; Washington; US
130.70.0.34; rails-nat.louisiana.edu; 30.1689,-92.0599; Lafayette; Louisiana; US
67.20.249.111; dhcp-pa-67-20-249-111.consolidated.net; 40.7097,-80.1049; Cranberry Twp; Pennsylvania; US
74.199.119.71; d199-74-71-119.clv.wideopenwest.com; 40.0345,-82.8695; Columbus; Ohio; US
74.110.227.147; pool-74-110-227-147.rcmdva.fios.verizon.net; 37.5160,-77.5005; Richmond; Virginia; US
65.130.189.160; 65-130-189-160.slkc.qwest.net; 40.7608,-111.8911; Salt Lake City; Utah; US
99.7.254.54; 99-7-254-54.lightspeed.clmboh.sbcglobal.net; 40.1018,-83.0730; Columbus; Ohio; US
50.160.135.43; c-50-160-135-43.hsd1.ga.comcast.net; 33.8274,-84.3244; Atlanta; Georgia; US
87.212.139.197; ip197-139-212-87.adsl2.static.versatel.nl; 52.0200,5.0431; Ijsselstein; Utrecht; NL
96.252.135.12; pool-96-252-135-12.tampfl.fios.verizon.net; 27.9475,-81.9204; Lakeland; Florida; US
31.13.97.113; 31.13.97.113; 53.0000,-8.0000; None; None; IE
50.149.167.217; c-50-149-167-217.hsd1.tn.comcast.net; 36.2148,-84.1550; Lake City; Tennessee; US
209.147.118.24; 209.147.118.24; 47.2626,-122.4413; Tacoma; Washington; US
108.20.217.238; pool-108-20-217-238.bstnma.fios.verizon.net; 42.4574,-71.2178; Lexington; Massachusetts; US
71.59.27.45; 71.59.27.45; 34.0408,-84.1665; Duluth; Georgia; US
50.53.63.81; static-50-53-63-81.bvtn.or.frontiernet.net; 45.5534,-122.8192; Portland; Oregon; US
173.21.45.27; 173-21-45-27.client.mchsi.com; 41.4094,-85.7352; Syracuse; Indiana; US
72.37.248.28; 1764ob.scansafe.net; 37.3394,-121.8950; San Jose; California; US
76.19.154.41; c-76-19-154-41.hsd1.ma.comcast.net; 41.8428,-71.2455; Rehoboth; Massachusetts; US
72.37.248.37; 1773ob.scansafe.net; 37.3394,-121.8950; San Jose; California; US
66.249.69.38; crawl-66-249-69-38.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
173.206.205.198; dsl-173-206-205-198.tor.primus.ca; 43.6667,-79.4167; Toronto; Ontario; CA
76.115.110.25; c-76-115-110-25.hsd1.or.comcast.net; 45.4470,-122.7668; Portland; Oregon; US
75.53.219.130; adsl-75-53-219-130.dsl.hstntx.sbcglobal.net; 30.1598,-95.7250; Magnolia; Texas; US
109.78.53.59; 109.78.53.59; 53.0000,-8.0000; None; None; IE
64.56.94.67; 64.56.94.67; 25.6663,-80.2924; Miami; Florida; US
77.3.112.61; krlh-4d03703d.pool.mediaways.net; 51.0000,9.0000; None; None; DE
108.84.238.231; 108-84-238-231.lightspeed.frokca.sbcglobal.net; 37.6783,-120.9501; Modesto; California; US
50.53.47.49; static-50-53-47-49.bvtn.or.frontiernet.net; 45.5534,-122.8192; Portland; Oregon; US
134.134.139.77; 134.134.139.77; 37.3541,-121.9552; Santa Clara; California; US
50.148.124.41; c-50-148-124-41.hsd1.il.comcast.net; 40.0583,-88.2573; Savoy; Illinois; US
208.100.40.45; ip45.208-100-40.static.steadfastdns.net; 41.8745,-87.6503; Chicago; Illinois; US
204.116.241.237; 204.116.241.237; 32.9183,-80.6879; Walterboro; South Carolina; US
174.101.137.185; cpe-174-101-137-185.cinci.res.rr.com; 39.1659,-84.2295; Milford; Ohio; US
198.189.14.2; yosemite.yosemite.edu; 37.6391,-120.9969; Modesto; California; US
75.164.205.19; 75-164-205-19.ptld.qwest.net; 45.5234,-122.6762; Portland; Oregon; US
66.220.156.118; 66.220.156.118; 40.7212,-80.9480; Kensington; Ohio; US
96.35.25.103; 96-35-25-103.dhcp.stls.mo.charter.com; 38.9455,-90.1282; Alton; Illinois; US
66.249.79.62; crawl-66-249-79-62.googlebot.com; 37.4192,-122.0574; Mountain View; California; US
107.201.105.149; 107-201-105-149.lightspeed.sntcca.sbcglobal.net; 37.1931,-121.8364; San Jose; California; US
50.108.77.118; 50-108-77-118.adr01.mskg.mi.frontiernet.net; 38.0000,-97.0000; None; None; US
216.228.112.21; searspoint.nvidia.com; 37.3541,-121.9552; Santa Clara; California; US
216.175.19.118; 216.175.19.118; 41.4638,-90.1512; Geneseo; Illinois; US
172.10.42.140; 172-10-42-140.lightspeed.austtx.sbcglobal.net; 30.3784,-97.8941; Austin; Texas; US
84.80.43.229; ip54502be5.adsl-surfen.hetnet.nl; 52.0450,4.3958; Nootdorp; Zuid-Holland; NL
128.220.160.1; mtw160-1.ippl.jhu.edu; 39.3288,-76.5967; Baltimore; Maryland; US
161.77.43.64; mail.cbrsd.org; 42.5899,-72.5982; Greenfield; Massachusetts; US
157.55.39.106; msnbot-157-55-39-106.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
208.44.170.102; 208.44.170.102; 32.4814,-84.9033; Columbus; Georgia; US
66.75.75.102; cpe-66-75-75-102.hawaii.res.rr.com; 19.6256,-155.9194; Holualoa; Hawaii; US
72.130.196.127; cpe-72-130-196-127.hawaii.res.rr.com; 19.7108,-155.8740; Kailua Kona; Hawaii; US
70.211.72.71; 71.sub-70-211-72.myvzw.com; 38.5816,-121.4944; Sacramento; California; US
157.55.39.224; msnbot-157-55-39-224.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
157.55.39.114; msnbot-157-55-39-114.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
78.154.108.90; mail.sjlhs.suffolk.sch.uk; 51.5000,-0.1300; None; None; GB
198.30.246.157; 198.30.246.157; 40.1071,-82.8981; Westerville; Ohio; US
68.111.222.219; ip68-111-222-219.sd.sd.cox.net; 33.1387,-116.9849; Escondido; California; US
207.46.13.85; msnbot-207-46-13-85.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
166.181.3.159; 166.181.3.159; 38.0000,-97.0000; None; None; US
166.181.3.194; 166.181.3.194; 38.0000,-97.0000; None; None; US
166.181.3.54; 166.181.3.54; 38.0000,-97.0000; None; None; US
166.181.3.172; 166.181.3.172; 38.0000,-97.0000; None; None; US
206.176.81.244; 206.176.81.244; 43.5367,-96.6984; Sioux Falls; South Dakota; US
157.55.39.225; msnbot-157-55-39-225.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
141.206.173.2; 141.206.173.2; 32.7153,-117.1573; San Diego; California; US
98.251.67.191; c-98-251-67-191.hsd1.ga.comcast.net; 33.6116,-84.3726; Forest Park; Georgia; US
66.249.89.38; rate-limited-proxy-66-249-89-38.google.com; 37.4192,-122.0574; Mountain View; California; US
66.249.89.42; rate-limited-proxy-66-249-89-42.google.com; 37.4192,-122.0574; Mountain View; California; US
72.160.4.158; 72-160-4-158.dyn.centurytel.net; 48.1987,-114.3857; Kalispell; Montana; US
66.75.114.211; cpe-66-75-114-211.hawaii.res.rr.com; 19.7108,-155.8740; Kailua Kona; Hawaii; US
87.54.60.203; 87.54.60.203; 55.7093,9.5357; Vejle; Syddanmark; DK
71.7.52.196; knvl-01-1220.dsl.iowatelecom.net; 41.2767,-93.4356; Milo; Iowa; US
73.43.75.178; 73.43.75.178; 38.0000,-97.0000; None; None; US
70.196.198.146; 146.sub-70-196-198.myvzw.com; 39.7392,-104.9847; Denver; Colorado; US
142.54.175.254; 142.54.175.254; 39.0997,-94.5786; Kansas City; Missouri; US
66.220.156.119; 66.220.156.119; 40.7212,-80.9480; Kensington; Ohio; US
37.58.100.162; 37.58.100.162-static.reverse.softlayer.com; 52.5000,5.7500; None; None; NL
87.104.34.235; 87-104-34-235-dynamic-customer.profibernet.dk; 56.0000,10.0000; None; None; DK
54.162.3.135; ec2-54-162-3-135.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
68.8.139.141; ip68-8-139-141.sd.sd.cox.net; 32.6087,-116.9365; Chula Vista; California; US
68.115.57.226; 68-115-57-226.static.eucl.wi.charter.com; 44.5981,-89.7262; Junction City; Wisconsin; US
173.54.36.80; pool-173-54-36-80.nwrknj.fios.verizon.net; 38.0000,-97.0000; None; None; US
99.38.254.225; 99-38-254-225.lightspeed.sntcca.sbcglobal.net; 37.7799,-121.9780; San Ramon; California; US
69.14.245.46; d14-69-46-245.try.wideopenwest.com; 42.4312,-83.4833; Northville; Michigan; US
75.48.216.168; 75-48-216-168.lightspeed.gdrpmi.sbcglobal.net; 42.9960,-85.6314; Grand Rapids; Michigan; US
172.56.3.200; 172.56.3.200; 38.8951,-77.0364; Washington; District of Columbia; US
134.134.137.75; jfdmzpr06-ext.jf.intel.com; 45.5234,-122.6762; None; Oregon; US
50.133.226.194; c-50-133-226-194.hsd1.ma.comcast.net; 42.3221,-71.1334; Brookline; Massachusetts; US
150.70.173.54; 150-70-173-54.trendmicro.com; 35.6900,139.6900; None; None; JP
198.202.137.29; 198.202.137.29; 38.0000,-97.0000; None; None; US
71.14.199.194; 71-14-199-194.static.stls.mo.charter.com; 38.0000,-97.0000; None; None; US
172.56.28.177; 172.56.28.177; 39.2904,-76.6122; Baltimore; Maryland; US
118.219.144.32; 118.219.144.32; 37.5985,126.9783; Seoul; Seoul-t'ukpyolsi; KR
99.117.125.223; 99-117-125-223.lightspeed.chrlnc.sbcglobal.net; 35.1707,-80.7920; Charlotte; North Carolina; US
65.131.185.87; 65-131-185-87.sxct.qwest.net; 42.5000,-96.4003; Sioux City; Iowa; US
207.46.13.61; msnbot-207-46-13-61.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
157.55.39.222; msnbot-157-55-39-222.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
173.252.100.114; 173.252.100.114; 40.7212,-80.9480; Kensington; Ohio; US
152.157.32.11; media.bethel.wednet.edu; 47.0597,-122.3623; Spanaway; Washington; US
74.99.139.91; pool-74-99-139-91.hrbgpa.east.verizon.net; 40.0052,-76.3246; Lancaster; Pennsylvania; US
68.225.133.130; wsip-68-225-133-130.ph.ph.cox.net; 33.6310,-112.0939; Phoenix; Arizona; US
50.82.184.182; 50-82-184-182.client.mchsi.com; 41.4870,-90.4773; Moline; Illinois; US
75.172.25.76; 75-172-25-76.tukw.qwest.net; 47.3223,-122.3126; Federal Way; Washington; US
112.104.21.9; 112-104-21-9.adsl.dynamic.seed.net.tw; 25.0392,121.5250; Taipei; T'ai-pei; TW
128.183.232.149; 128.183.232.149; 38.8336,-76.8777; Greenbelt; Maryland; US
121.217.90.161; cpe-121-217-90-161.lnse1.cht.bigpond.net.au; -33.8167,151.0000; Parramatta; New South Wales; AU
75.32.220.124; 75-32-220-124.lightspeed.sndgca.sbcglobal.net; 32.7368,-117.2402; San Diego; California; US
84.136.139.76; p54888b4c.dip0.t-ipconnect.de; 51.0000,9.0000; None; None; DE
180.76.6.51; 180.76.6.51; 39.9289,116.3883; Beijing; Beijing; CN
199.91.135.140; 199.91.135.140; 40.4982,-111.8436; Draper; Utah; US
209.147.118.160; 209.147.118.160; 47.2626,-122.4413; Tacoma; Washington; US
199.168.151.87; 199.168.151.87; 37.3887,-122.0188; Sunnyvale; California; US
50.140.67.127; c-50-140-67-127.hsd1.fl.comcast.net; 26.6633,-80.1284; West Palm Beach; Florida; US
189.26.106.145; 189.26.106.145.dynamic.adsl.gvt.net.br; -10.0000,-55.0000; None; None; BR
75.117.126.75; h75.126.117.75.dynamic.ip.windstream.net; 33.9792,-81.2589; Lexington; South Carolina; US
84.136.150.225; p548896e1.dip0.t-ipconnect.de; 52.1977,8.3389; Melle; Niedersachsen; DE
72.228.23.220; cpe-72-228-23-220.nycap.res.rr.com; 42.9694,-74.1224; Amsterdam; New York; US
180.76.6.16; 180.76.6.16; 39.9289,116.3883; Beijing; Beijing; CN
71.176.230.40; pool-71-176-230-40.rcmdva.fios.verizon.net; 37.4535,-77.4780; Richmond; Virginia; US
72.160.4.252; 72-160-4-252.dyn.centurytel.net; 48.1987,-114.3857; Kalispell; Montana; US
216.118.213.6; 216.118.213.6; 43.9909,-79.4639; Aurora; Ontario; CA
150.70.97.122; 150-70-97-122.trendmicro.com; 35.6900,139.6900; None; None; JP
65.185.60.228; cpe-65-185-60-228.columbus.res.rr.com; 39.5929,-82.8912; Circleville; Ohio; US
86.0.27.147; cpc24-heck6-2-0-cust146.4-1.cable.virginm.net; 53.6877,-1.6342; Mirfield; Kirklees; GB
66.249.64.172; crawl-66-249-64-172.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
192.150.10.210; 192.150.10.210; 37.3394,-121.8950; San Jose; California; US
180.76.6.151; 180.76.6.151; 39.9289,116.3883; Beijing; Beijing; CN
24.60.146.216; c-24-60-146-216.hsd1.ct.comcast.net; 41.5573,-72.4945; East Hampton; Connecticut; US
150.70.97.126; 150-70-97-126.trendmicro.com; 35.6900,139.6900; None; None; JP
66.249.69.180; crawl-66-249-69-180.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
66.249.81.57; google-proxy-66-249-81-57.google.com; 37.4192,-122.0574; Mountain View; California; US
66.249.69.164; crawl-66-249-69-164.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
64.91.63.168; 64-91-63-168.stat.centurytel.net; 48.1987,-114.3857; Kalispell; Montana; US
192.168.1.12; r2-d2.home; ; None; None; None
66.249.69.196; crawl-66-249-69-196.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
173.224.109.141; 173.224.109.141; 29.7397,-95.8302; Katy; Texas; US
66.249.69.22; crawl-66-249-69-22.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
98.240.228.138; c-98-240-228-138.hsd1.mn.comcast.net; 45.0101,-93.1519; Saint Paul; Minnesota; US
71.77.231.73; cpe-071-077-231-073.ec.res.rr.com; 38.0000,-97.0000; None; None; US
71.179.219.63; pool-71-179-219-63.bltmmd.east.verizon.net; 39.2904,-76.6122; Baltimore; Maryland; US
174.236.194.110; 110.sub-174-236-194.myvzw.com; 38.8951,-77.0364; Washington; District of Columbia; US
180.76.6.40; 180.76.6.40; 39.9289,116.3883; Beijing; Beijing; CN
108.161.23.31; 108.161.23.31; 45.5222,-122.8593; Beaverton; Oregon; US
75.117.121.210; h210.121.117.75.dynamic.ip.windstream.net; 33.9815,-81.2362; Lexington; South Carolina; US
66.249.79.156; crawl-66-249-79-156.googlebot.com; 37.4192,-122.0574; Mountain View; California; US
71.207.45.223; c-71-207-45-223.hsd1.pa.comcast.net; 40.2379,-76.9228; Camp Hill; Pennsylvania; US
66.249.79.1; crawl-66-249-79-1.googlebot.com; 37.4192,-122.0574; Mountain View; California; US
66.249.79.148; crawl-66-249-79-148.googlebot.com; 37.4192,-122.0574; Mountain View; California; US
96.231.65.41; pool-96-231-65-41.washdc.fios.verizon.net; 39.0898,-77.0611; Silver Spring; Maryland; US
178.191.45.194; 178-191-45-194.adsl.highway.telekom.at; 47.3333,13.3333; None; None; AT
166.137.240.31; mobile-166-137-240-031.mycingular.net; 38.7510,-77.4753; Manassas; Virginia; US
50.53.241.142; 50.53.241.142; 45.5222,-122.8593; Beaverton; Oregon; US
50.53.35.162; static-50-53-35-162.bvtn.or.frontiernet.net; 45.5222,-122.8593; Beaverton; Oregon; US
71.182.159.199; pool-71-182-159-199.pitbpa.fios.verizon.net; 40.3314,-80.0822; Pittsburgh; Pennsylvania; US
209.0.138.187; host-sg187.res.openband.net; 38.9995,-77.5286; Ashburn; Virginia; US
68.58.151.112; c-68-58-151-112.hsd1.in.comcast.net; 41.6671,-85.9659; Elkhart; Indiana; US
96.35.36.30; 96-35-36-30.dhcp.stls.mo.charter.com; 38.5722,-90.6279; Grover; Missouri; US
107.22.180.159; ec2-107-22-180-159.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
134.134.139.73; jfdmzpr04-ext.jf.intel.com; 37.3541,-121.9552; Santa Clara; California; US
192.55.54.38; fmdmzpr03-ext.fm.intel.com; 45.5234,-122.6762; None; Oregon; US
108.230.56.17; adsl-108-230-56-17.dsl.sbndin.sbcglobal.net; 38.0000,-97.0000; None; None; US
163.153.25.240; 163.153.25.240; 42.7161,-73.8158; Albany; New York; US
24.127.230.213; c-24-127-230-213.hsd1.fl.comcast.net; 30.1796,-81.5182; Jacksonville; Florida; US
70.198.199.90; 90.sub-70-198-199.myvzw.com; 40.3010,-79.9242; Clairton; Pennsylvania; US
157.55.39.177; msnbot-157-55-39-177.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
207.46.13.93; msnbot-207-46-13-93.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
74.134.13.36; cpe-74-134-13-36.swo.res.rr.com; 37.9633,-85.7026; Shepherdsville; Kentucky; US
109.77.30.225; 109.77.30.225; 53.0000,-8.0000; None; None; IE
201.86.79.178; 201.86.79.178.dynamic.adsl.gvt.net.br; -10.0000,-55.0000; None; None; BR
198.245.62.10; ns5000243.ip-198-245-62.net; 45.5078,-73.5804; Montréal; Quebec; CA
180.76.6.60; 180.76.6.60; 39.9289,116.3883; Beijing; Beijing; CN
131.109.15.2; 131.109.15.2; 41.5877,-71.4623; North Kingstown; Rhode Island; US
87.233.165.164; app02.symbaloo.net; 52.5000,5.7500; None; None; NL
180.76.6.29; 180.76.6.29; 39.9289,116.3883; Beijing; Beijing; CN
206.193.5.4; sd81-5-4.spokaneschools.org; 47.6287,-117.4011; Spokane; Washington; US
76.97.25.82; c-76-97-25-82.hsd1.ga.comcast.net; 34.2577,-84.4921; Canton; Georgia; US
98.16.135.39; h39.135.16.98.dynamic.ip.windstream.net; 40.8000,-96.6670; Lincoln; Nebraska; US
180.76.6.132; 180.76.6.132; 39.9289,116.3883; Beijing; Beijing; CN
37.58.100.184; 37.58.100.184-static.reverse.softlayer.com; 52.5000,5.7500; None; None; NL
84.136.178.74; p5488b24a.dip0.t-ipconnect.de; 52.1534,8.0504; Bad Iburg; Niedersachsen; DE
64.7.137.182; 64.7.137.182; 43.4801,-80.4801; Waterloo; Ontario; CA
70.112.215.5; cpe-70-112-215-5.austin.res.rr.com; 30.2966,-97.7663; Austin; Texas; US
209.255.2.226; 209.255.2.226; 42.9294,-85.5456; Grand Rapids; Michigan; US
207.46.13.42; msnbot-207-46-13-42.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
189.125.153.146; 11.intertower.com.br; -25.4167,-49.2500; Curitiba; Parana; BR
24.132.98.200; j98200.upc-j.chello.nl; 51.8060,4.3365; Oud-beijerland; Zuid-Holland; NL
85.64.219.11; 85.64.219.11.dynamic.barak-online.net; 32.8156,34.9892; Haifa; Hefa; IL
173.252.120.117; 173.252.120.117; 40.7212,-80.9480; Kensington; Ohio; US
15.211.201.83; zccy01cs103.houston.hp.com; 37.3762,-122.1826; Palo Alto; California; US
206.193.245.231; 206.193.245.231.nauticom.net; 40.6990,-80.0334; Mars; Pennsylvania; US
157.55.39.151; msnbot-157-55-39-151.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
180.76.6.45; 180.76.6.45; 39.9289,116.3883; Beijing; Beijing; CN
76.106.179.12; c-76-106-179-12.hsd1.fl.comcast.net; 30.0576,-82.6021; Lake City; Florida; US
95.223.105.253; ip-95-223-105-253.hsi16.unitymediagroup.de; 51.0000,9.0000; None; None; DE
68.57.70.98; c-68-57-70-98.hsd1.va.comcast.net; 37.4702,-79.0652; Madison Heights; Virginia; US
73.161.151.176; 73.161.151.176; 38.0000,-97.0000; None; None; US
54.187.222.253; ec2-54-187-222-253.us-west-2.compute.amazonaws.com; 45.7788,-119.5290; Boardman; Oregon; US
157.55.39.152; msnbot-157-55-39-152.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
206.131.108.4; s4-108.weststpaul.k12.mn.us; 44.8093,-93.1975; Saint Paul; Minnesota; US
157.55.39.226; msnbot-157-55-39-226.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
72.160.3.62; 72-160-3-62.dyn.centurytel.net; 48.1987,-114.3857; Kalispell; Montana; US
68.60.67.187; c-68-60-67-187.hsd1.mi.comcast.net; 42.3291,-83.4877; Canton; Michigan; US
150.70.173.47; 150-70-173-47.trendmicro.com; 35.6900,139.6900; None; None; JP
107.77.90.126; 107.77.90.126; 38.0000,-97.0000; None; None; US
134.134.139.70; jfdmzpr01-ext.jf.intel.com; 37.3541,-121.9552; Santa Clara; California; US
161.98.10.170; 161.98.10.170; 40.0481,-105.3842; Boulder; Colorado; US
207.46.13.6; msnbot-207-46-13-6.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
68.7.42.193; ip68-7-42-193.sd.sd.cox.net; 32.7794,-116.8600; El Cajon; California; US
85.19.187.21; 85.19.187.21; 60.3911,5.3247; Bergen; Hordaland; NO
157.182.84.10; 157.182.84.10; 39.6456,-79.9433; Morgantown; West Virginia; US
198.30.251.116; 198.30.251.116; 39.9881,-83.0444; Columbus; Ohio; US
81.144.164.210; 81.144.164.210; 51.5000,-0.1300; None; None; GB
99.43.68.64; 99-43-68-64.lightspeed.cicril.sbcglobal.net; 42.1584,-88.1592; Barrington; Illinois; US
50.89.144.32; 50-89-144-32.res.bhn.net; 28.3899,-81.4366; Orlando; Florida; US
72.211.189.77; ip72-211-189-77.tc.ph.cox.net; 33.6096,-112.3773; Surprise; Arizona; US
66.249.88.171; google-proxy-66-249-88-171.google.com; 37.4192,-122.0574; Mountain View; California; US
66.249.65.102; crawl-66-249-65-102.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
174.129.76.93; ec2-174-129-76-93.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
54.197.9.197; ec2-54-197-9-197.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
54.90.142.50; ec2-54-90-142-50.compute-1.amazonaws.com; 38.6582,-77.2497; None; Virginia; US
184.72.145.44; ec2-184-72-145-44.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
54.204.201.117; ec2-54-204-201-117.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
54.167.4.246; ec2-54-167-4-246.compute-1.amazonaws.com; 39.0437,-77.4875; Ashburn; Virginia; US
178.255.215.91; crawl323.exabot.com; 48.8600,2.3500; None; None; FR
66.249.65.110; crawl-66-249-65-110.googlebot.com; 37.3860,-122.0838; Mountain View; California; US
198.81.129.195; relay203.net.cia.gov; 38.8951,-77.0364; Washington; District of Columbia; US
67.176.59.136; c-67-176-59-136.hsd1.co.comcast.net; 39.9721,-105.2493; Boulder; Colorado; US
173.79.102.177; pool-173-79-102-177.washdc.fios.verizon.net; 38.8884,-77.1809; Falls Church; Virginia; US
198.30.249.94; 198.30.249.94; 39.9548,-82.7693; Reynoldsburg; Ohio; US
198.81.129.194; relay202.net.cia.gov; 38.8951,-77.0364; Washington; District of Columbia; US
141.233.194.16; 141.233.194.16; 44.0599,-88.5278; Oshkosh; Wisconsin; US
46.188.29.153; broadband-46-188-29-153.2com.net; 55.7522,37.6156; Moscow; Moscow City; RU
71.62.43.177; c-71-62-43-177.hsd1.va.comcast.net; 39.0138,-77.3987; Sterling; Virginia; US
72.66.112.30; pool-72-66-112-30.washdc.fios.verizon.net; 39.0892,-77.1835; Rockville; Maryland; US
199.91.183.58; 199.91.183.58; 44.4614,-93.2007; Northfield; Minnesota; US
66.220.156.112; 66.220.156.112; 40.7212,-80.9480; Kensington; Ohio; US
180.76.6.134; 180.76.6.134; 39.9289,116.3883; Beijing; Beijing; CN
74.51.175.225; 74.51.175.225; 40.2153,-79.6854; Yukon; Pennsylvania; US
107.218.73.220; 107.218.73.220; 34.8601,-82.2464; Greenville; South Carolina; US
66.249.93.57; google-proxy-66-249-93-57.google.com; 37.4192,-122.0574; Mountain View; California; US
157.55.39.168; msnbot-157-55-39-168.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
202.45.133.2; 202.45.133.2; 3.6810,101.5198; Tanjong Malim; Perak; MY
118.101.68.177; 118.101.68.177; 3.2333,101.6667; Batu Caves; Selangor; MY
76.117.91.204; c-76-117-91-204.hsd1.nj.comcast.net; 40.5170,-74.8680; Flemington; New Jersey; US
69.48.154.4; chapin-fw1.chapin.edu; 40.7805,-73.9512; New York; New York; US
12.180.227.125; globalnat03.nths.net; 42.1137,-87.7609; Winnetka; Illinois; US
24.98.205.241; c-24-98-205-241.hsd1.ga.comcast.net; 33.6687,-84.4653; Atlanta; Georgia; US
150.70.97.112; 150-70-97-112.trendmicro.com; 35.6900,139.6900; None; None; JP
98.116.70.43; pool-98-116-70-43.nycmny.fios.verizon.net; 40.7493,-73.6824; New Hyde Park; New York; US
70.193.132.226; 226.sub-70-193-132.myvzw.com; 33.9526,-84.5499; Marietta; Georgia; US
71.171.97.62; pool-71-171-97-62.clppva.fios.verizon.net; 38.9995,-77.5286; Ashburn; Virginia; US
209.212.25.38; 209.212.25.38; 40.5377,-74.3111; Fords; New Jersey; US
157.55.39.165; msnbot-157-55-39-165.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
207.46.13.128; msnbot-207-46-13-128.search.msn.com; 47.6801,-122.1206; Redmond; Washington; US
165.155.196.66; 165.155.196.66; 40.6100,-73.9108; Brooklyn; New York; US
71.197.0.141; c-71-197-0-141.hsd1.va.comcast.net; 37.2669,-80.4325; Blacksburg; Virginia; US
